age,sex,bmi,children,smoker,region,charges,bmi_category
-1.5116474702606657,0,-0.7130729274775625,-0.9092341626291546,0,0,2198.18985,2
-1.4404177293803346,0,-0.33837137159307745,3.2397285521666808,0,3,4687.797,2
1.6936908693542263,1,-0.3859264924711963,-0.9092341626291546,0,1,13770.0979,2
-0.7993500614573563,1,0.9406973968528666,-0.07944161966998751,1,3,51194.55914,1
-1.4404177293803346,1,-1.6789338308296924,-0.9092341626291546,0,1,1625.43375,0
1.6224611284738955,0,0.37741518921032646,1.5801434662483465,0,1,15612.19335,1
-0.9418095432180181,1,-1.6174401400390221,-0.9092341626291546,0,3,2302.3,0
-0.30074187529503976,1,0.9849728542221499,-0.07944161966998751,1,0,39774.2763,1
1.4800016467132335,1,1.5146385108991238,-0.9092341626291546,1,3,48173.361,1
-1.08426902497868,0,-0.6663377224766529,-0.9092341626291546,0,0,3046.062,2
-0.5856608388163635,0,0.9784135272044785,0.7503509232891795,0,2,4949.7587,1
0.1266365699869458,1,-1.45673662810607,-0.07944161966998751,0,2,6272.4772,0
-0.15828239353437792,0,0.022391614378855524,0.7503509232891795,0,2,6313.759,1
-0.08705265265404699,1,1.0472864608900285,-0.07944161966998751,0,0,6079.6715,1
1.1238529423115788,1,1.0882822547504754,-0.9092341626291546,0,3,20630.28351,1
-1.5116474702606657,0,1.312119289228516,0.7503509232891795,0,0,3393.35635,1
-0.7993500614573563,0,0.6734048208827533,-0.9092341626291546,0,1,3556.9223,1
1.4800016467132335,0,-1.0057828956411536,-0.9092341626291546,0,2,12629.8967,0
-0.22951213441470886,1,0.743917586322722,-0.07944161966998751,1,2,38709.176,1
-1.5116474702606657,0,0.8136104358854813,-0.9092341626291546,0,0,2211.13075,1
-1.297958247619673,0,0.4864640008791152,0.7503509232891795,0,1,3579.8287,1
0.6252447561492623,1,-0.4367612768581503,-0.07944161966998751,1,3,23568.272,2
-0.22951213441470886,1,0.6176505412325449,-0.9092341626291546,1,2,37742.5757,1
0.055406829106614874,0,-0.32361288580331654,1.5801434662483465,0,1,8059.6791,2
1.3375421649525716,1,1.0317080592230587,0.7503509232891795,1,1,47496.49445,1
1.3375421649525716,0,0.19047436920668775,0.7503509232891795,0,0,13607.36875,1
-1.5116474702606657,1,0.1666968087676286,0.7503509232891795,1,2,34303.1672,1
0.981393460550917,0,-1.276355135120104,-0.07944161966998751,1,2,23244.7902,0
-0.3719716161753707,0,1.0940216658909385,0.7503509232891795,0,1,5989.52365,1
0.2690960517476077,1,-0.5417105091408946,1.5801434662483465,0,0,8606.2174,2
-1.013039284098349,1,0.4913834961423678,2.409936009207514,0,2,4504.6624,1
1.7649206102345572,1,-0.97790575581605,-0.07944161966998751,0,1,30166.61817,0
-0.7993500614573563,0,-0.7753865341454422,-0.07944161966998751,0,1,4133.64165,2
-1.3691879885000038,0,-1.3517873958233257,-0.9092341626291546,1,1,14711.7438,0
-1.4404177293803346,0,-0.2891764189605416,-0.9092341626291546,0,3,1743.214,2
1.5512313875935644,0,1.383451970545694,0.7503509232891795,0,3,14235.072,1
0.055406829106614874,1,-0.7130729274775625,-0.07944161966998751,0,1,6389.37785,2
0.055406829106614874,0,0.906260930010091,-0.9092341626291546,0,2,5920.1041,1
-0.7993500614573563,1,-1.095973642134137,1.5801434662483465,1,2,17663.1442,0
-0.8705798023376873,0,-0.9697065970439606,-0.9092341626291546,1,2,16577.7795,0
-0.5856608388163635,1,-0.3547696891372564,3.2397285521666808,0,0,6799.458,2
0.981393460550917,0,-0.42036295931397133,1.5801434662483465,0,3,11741.726,2
1.3375421649525716,1,0.22081125666341828,-0.07944161966998751,0,2,11946.6259,1
0.3403257926279386,1,-0.5351511821232232,0.7503509232891795,0,3,7726.854,2
1.2663124240722408,1,0.5487776075469938,-0.9092341626291546,0,1,11356.6609,1
-0.7281203205770254,0,-0.1760280279057078,-0.07944161966998751,0,2,3947.4131,2
-1.297958247619673,1,0.7980320342185117,-0.9092341626291546,0,2,1532.4697,1
-1.2267285067393419,0,1.499060109232154,-0.9092341626291546,0,0,2755.02095,1
0.1266365699869458,0,0.37741518921032646,-0.9092341626291546,0,1,6571.02435,1
-0.5856608388163635,1,-0.6196025174757434,-0.07944161966998751,0,0,4441.21315,2
0.41155553350826957,0,1.2498056825606363,-0.9092341626291546,0,0,7935.29115,1
-1.2267285067393419,1,1.1407568708918474,-0.07944161966998751,1,2,37165.1638,1
0.6252447561492623,0,1.7327361342367011,2.409936009207514,0,1,11033.6617,1
-0.15828239353437792,0,0.678324316146006,0.7503509232891795,1,3,39836.519,1
0.41155553350826957,1,-1.2738953874884769,0.7503509232891795,1,1,21098.55405,0
1.2663124240722408,0,0.08142555753789903,-0.9092341626291546,1,1,43578.9394,1
1.1950826831919097,0,-0.5679478172115806,-0.9092341626291546,0,3,11073.176,2
0.48278527438860047,0,-0.47939690247301536,-0.9092341626291546,0,1,8026.6666,2
1.1238529423115788,0,-0.6040241158087738,-0.9092341626291546,0,1,11082.5772,2
-1.297958247619673,0,1.4474054089679913,-0.9092341626291546,0,2,2026.9741,1
0.981393460550917,0,-0.9623273541490798,-0.07944161966998751,0,1,10942.13205,0
1.4087719058329027,1,-0.136672065799679,1.5801434662483465,1,0,30184.9367,2
-0.30074187529503976,1,0.6734048208827533,0.7503509232891795,0,1,5729.0053,1
1.7649206102345572,0,0.1043832020997494,0.7503509232891795,1,3,47291.055,1
-0.7993500614573563,0,1.1407568708918474,-0.07944161966998751,0,2,3766.8838,1
1.052623201431248,0,0.022391614378855524,1.5801434662483465,0,3,12105.32,1
1.1238529423115788,1,1.248985766683428,-0.9092341626291546,0,2,10226.2842,1
1.1950826831919097,1,-1.756825839164542,-0.9092341626291546,1,0,22412.6485,0
-0.08705265265404699,1,-1.8634149032017038,-0.9092341626291546,1,3,15820.699,0
0.1266365699869458,0,0.15357815473228584,-0.9092341626291546,0,3,6186.127,1
-0.6568905796966944,1,-0.8532785424802911,-0.9092341626291546,0,0,3645.0894,2
-1.5116474702606657,0,-0.08993686079876946,-0.9092341626291546,0,0,21344.8467,1
1.5512313875935644,0,-0.12191358000991753,1.5801434662483465,1,2,30942.1918,2
-0.3719716161753707,0,-0.5187528645790442,-0.07944161966998751,0,3,5003.853,2
-1.3691879885000038,1,-0.43266169747210587,-0.07944161966998751,1,1,17560.37975,2
-1.4404177293803346,0,-0.37116800668143546,-0.07944161966998751,0,3,2331.519,2
-0.9418095432180181,1,0.03469035253698949,0.7503509232891795,0,1,3877.30425,1
-0.7281203205770254,1,-0.44660026738465736,-0.9092341626291546,0,2,2867.1196,2
1.6936908693542263,1,0.7258794370241255,-0.9092341626291546,1,2,47055.5321,1
1.052623201431248,1,0.4864640008791152,-0.07944161966998751,0,1,10825.2537,1
1.1238529423115788,0,-0.15798987860711125,0.7503509232891795,0,3,11881.358,2
-0.15828239353437792,1,0.022391614378855524,-0.9092341626291546,0,3,4646.759,1
-1.297958247619673,0,0.829188837552451,-0.9092341626291546,0,1,2404.7338,1
0.9101637196705861,1,0.2527879758745669,1.5801434662483465,0,0,11488.31695,1
1.4800016467132335,1,-0.33919128747028676,-0.9092341626291546,0,0,30259.99556,2
1.3375421649525716,1,3.0167243979459,-0.9092341626291546,0,2,11381.3254,1
-0.7281203205770254,0,-0.44660026738465736,-0.07944161966998751,1,2,19107.7796,2
0.6964744970295933,0,-0.5728673124748339,-0.9092341626291546,0,2,8601.3293,2
-0.15828239353437792,0,-1.1960033791536275,0.7503509232891795,0,1,6686.4313,0
0.3403257926279386,1,1.0554856196621185,0.7503509232891795,0,3,7740.337,1
-1.5116474702606657,1,-1.1336897724857482,-0.9092341626291546,0,0,1705.6245,0
-1.3691879885000038,0,-0.276877680802407,-0.9092341626291546,0,1,2257.47525,2
0.3403257926279386,1,0.11258236087183891,-0.07944161966998751,1,0,39556.4945,1
0.5540150152689314,0,0.5331992058800241,1.5801434662483465,0,1,10115.00885,1
-0.9418095432180181,0,-0.3080344841363469,-0.9092341626291546,0,0,3385.39915,2
-1.4404177293803346,0,-0.3875663242256139,-0.9092341626291546,1,3,17081.08,2
0.9101637196705861,0,1.1046805722946544,-0.9092341626291546,0,3,9634.538,1
-0.5144310979360326,0,-2.115129077504848,0.7503509232891795,1,1,32734.1863,3
-0.08705265265404699,1,0.6619259986018281,0.7503509232891795,0,3,6082.405,1
1.4087719058329027,0,-0.6819161241436231,-0.9092341626291546,0,0,12815.44495,2
1.5512313875935644,0,-1.4141010024912055,-0.9092341626291546,0,0,13616.3586,0
0.981393460550917,0,0.8587058091319727,0.7503509232891795,0,3,11163.568,1
-1.4404177293803346,1,-0.8377001408133214,-0.9092341626291546,0,1,1632.56445,2
-1.3691879885000038,0,-0.3080344841363469,-0.9092341626291546,0,0,2457.21115,2
-1.2267285067393419,0,-0.4285621180860608,-0.9092341626291546,0,2,2155.6815,2
-1.4404177293803346,1,0.5635360933367553,-0.9092341626291546,0,3,1261.442,1
-1.2267285067393419,1,-0.9000137474812007,-0.9092341626291546,0,1,2045.68525,2
1.052623201431248,0,0.2027731073648217,1.5801434662483465,0,2,27322.73386,1
-1.2267285067393419,0,0.8751041266761518,-0.9092341626291546,0,3,2166.732,1
-0.3719716161753707,1,-1.3517873958233257,0.7503509232891795,0,0,27375.90478,0
-0.9418095432180181,1,0.299523180875477,-0.07944161966998751,0,0,3490.5491,1
-0.3719716161753707,1,-0.8795158505509771,0.7503509232891795,1,2,18972.495,2
-0.7281203205770254,1,-0.15225046746664864,0.7503509232891795,0,1,18157.876,2
-0.6568905796966944,1,-0.32361288580331654,1.5801434662483465,1,1,20745.9891,2
-0.7281203205770254,0,1.3391765131764108,1.5801434662483465,0,2,5138.2567,1
0.48278527438860047,1,-0.027623254130889695,1.5801434662483465,1,1,40720.55105,1
0.8389339787902551,0,1.158795020190444,-0.07944161966998751,0,2,9877.6077,1
0.981393460550917,0,1.1096000675579083,-0.07944161966998751,0,1,10959.6947,1
-1.4404177293803346,1,-0.37116800668143546,-0.07944161966998751,0,3,1842.519,2
-0.30074187529503976,1,-1.071376165817869,-0.07944161966998751,0,1,5125.2157,0
0.6252447561492623,1,-0.15798987860711125,-0.9092341626291546,0,2,7789.635,2
-0.5144310979360326,0,1.0628648625569992,1.5801434662483465,0,0,6334.34355,1
0.19786631086727674,0,-1.1960033791536275,-0.9092341626291546,1,0,19964.7463,0
0.055406829106614874,0,-0.8532785424802911,-0.07944161966998751,0,0,7077.1894,2
0.3403257926279386,1,1.4523249042312452,-0.9092341626291546,0,1,6948.7008,1
0.6252447561492623,1,-1.0238210449397502,-0.9092341626291546,1,2,21223.6758,0
-1.5116474702606657,1,-0.9000137474812007,-0.9092341626291546,1,0,15518.18025,2
-0.6568905796966944,1,0.7980320342185117,-0.9092341626291546,1,2,36950.2567,1
0.7677042379099241,0,-0.4646384166832545,1.5801434662483465,0,2,19749.38338,2
0.19786631086727674,0,-0.6663377224766529,-0.9092341626291546,1,1,21348.706,2
-1.5116474702606657,0,1.0144898258016715,-0.9092341626291546,1,2,36149.4835,1
1.052623201431248,1,1.465443558266588,-0.07944161966998751,0,3,10450.552,1
-0.5144310979360326,0,-0.14159156106293222,0.7503509232891795,0,3,5152.134,2
-0.15828239353437792,1,-0.1678288691336183,-0.9092341626291546,0,1,5028.1466,2
0.5540150152689314,1,-0.401504894138166,2.409936009207514,0,0,10407.08585,2
-1.3691879885000038,0,1.0390873021179394,3.2397285521666808,0,3,4830.63,1
-0.5144310979360326,0,0.40857199254426574,1.5801434662483465,0,1,6128.79745,1
-1.4404177293803346,0,0.19047436920668775,-0.07944161966998751,0,1,2719.27975,1
-0.8705798023376873,1,-1.9281882575012097,1.5801434662483465,0,0,4827.90495,0
1.6936908693542263,1,1.7720920963427307,-0.9092341626291546,0,2,13405.3903,1
0.6964744970295933,1,-0.059599973342038357,-0.9092341626291546,0,3,8116.68,1
-1.5116474702606657,1,-2.4111187091772748,-0.9092341626291546,0,0,1694.7964,3
-0.30074187529503976,0,0.678324316146006,-0.07944161966998751,0,3,5246.047,1
-1.08426902497868,0,0.43972879587820507,-0.9092341626291546,0,1,2855.43755,1
1.6936908693542263,0,1.1538755249271915,-0.9092341626291546,1,3,48824.45,1
-0.08705265265404699,1,-0.46381850080604514,0.7503509232891795,0,1,6455.86265,2
1.052623201431248,1,-0.23998146632800513,-0.07944161966998751,0,3,10436.096,2
0.48278527438860047,0,-0.2891764189605416,0.7503509232891795,0,3,8823.279,2
0.1266365699869458,0,0.40857199254426574,1.5801434662483465,0,0,8538.28845,1
1.3375421649525716,1,-0.33919128747028676,-0.9092341626291546,0,1,11735.87905,2
-1.5116474702606657,0,1.248985766683428,-0.9092341626291546,0,2,1631.8212,1
-1.2267285067393419,1,-1.756825839164542,1.5801434662483465,0,0,4005.4225,0
0.3403257926279386,0,-0.6974945258105928,-0.9092341626291546,0,1,7419.4779,2
0.3403257926279386,1,0.004353465080258964,0.7503509232891795,0,2,7731.4271,1
-0.22951213441470886,1,1.8417849459054911,1.5801434662483465,1,0,43753.33705,1
-0.9418095432180181,0,-0.12191358000991753,0.7503509232891795,0,2,3981.9768,2
-0.6568905796966944,0,0.03878993192303395,1.5801434662483465,0,3,5325.651,1
0.1266365699869458,0,0.2519680599973587,-0.07944161966998751,0,3,6775.961,1
-0.7281203205770254,0,0.23720957420759728,0.7503509232891795,0,1,4922.9159,1
1.5512313875935644,1,0.14865865946903203,-0.9092341626291546,0,2,12557.6053,1
-0.22951213441470886,0,-0.7319309926533684,-0.9092341626291546,0,3,4883.866,2
-1.013039284098349,1,-0.8073632533565909,-0.9092341626291546,0,2,2137.6536,2
1.1950826831919097,0,-0.6663377224766529,-0.07944161966998751,0,1,12044.342,2
-1.5116474702606657,1,0.6176505412325449,-0.9092341626291546,0,2,1137.4697,1
-1.4404177293803346,1,-0.012044852463920045,-0.9092341626291546,0,1,1639.5631,1
-0.015822911773716055,0,0.35035796526243046,-0.9092341626291546,0,3,5649.715,1
0.41155553350826957,0,-0.33837137159307745,0.7503509232891795,0,2,8516.829,2
0.8389339787902551,0,-2.0683938725039384,-0.9092341626291546,0,1,9644.2525,3
1.7649206102345572,0,1.4211681008973047,-0.9092341626291546,0,0,14901.5167,1
-1.4404177293803346,0,0.23720957420759728,-0.9092341626291546,0,1,2130.6759,1
0.6252447561492623,0,0.2568875552606114,-0.07944161966998751,0,2,8871.1517,1
1.4800016467132335,0,-1.0869545674848387,-0.9092341626291546,0,1,13012.20865,0
-0.8705798023376873,0,0.8882227807114945,-0.9092341626291546,1,2,37133.8982,1
0.48278527438860047,1,-1.3714653768763405,-0.9092341626291546,0,3,7147.105,0
-0.7993500614573563,0,-0.29245608246937727,-0.07944161966998751,0,0,4337.7352,2
1.4087719058329027,1,-0.699134357565011,-0.9092341626291546,0,2,11743.299,2
-0.30074187529503976,1,-0.47939690247301536,0.7503509232891795,1,0,20984.0936,2
1.6936908693542263,0,0.1863747898206433,-0.9092341626291546,0,3,13880.949,1
0.055406829106614874,1,1.7327361342367011,-0.07944161966998751,0,0,6610.1097,1
-1.3691879885000038,1,0.38315460035078847,-0.07944161966998751,0,3,1980.07,1
0.055406829106614874,1,0.03469035253698949,2.409936009207514,0,1,8162.71625,1
-1.08426902497868,1,-0.3547696891372564,0.7503509232891795,0,1,3537.703,2
-0.3719716161753707,0,-0.6450199096692207,-0.07944161966998751,0,2,5002.7827,2
0.41155553350826957,0,0.03878993192303395,0.7503509232891795,0,3,8520.026,1
0.1266365699869458,0,1.0554856196621185,0.7503509232891795,0,3,7371.772,1
0.981393460550917,0,-0.6663377224766529,-0.9092341626291546,0,1,10355.641,2
-0.8705798023376873,1,-1.24027883652291,-0.9092341626291546,0,2,2483.736,0
-0.9418095432180181,0,-0.12191358000991753,-0.07944161966998751,0,2,3392.9768,2
-1.08426902497868,0,-1.2222406872243134,-0.9092341626291546,0,2,25081.76784,0
-0.3719716161753707,0,0.49794282316004035,-0.07944161966998751,0,3,5012.471,1
0.981393460550917,0,0.4241503942112354,-0.9092341626291546,0,0,10564.8845,1
-0.5144310979360326,1,0.022391614378855524,1.5801434662483465,0,3,5253.524,1
-1.4404177293803346,1,0.678324316146006,-0.9092341626291546,1,3,34779.615,1
0.19786631086727674,1,-0.987744746342557,-0.9092341626291546,1,2,19515.5416,0
1.1238529423115788,1,0.5274597947395622,1.5801434662483465,0,2,11987.1682,1
-0.7993500614573563,1,1.212909468086235,-0.9092341626291546,0,2,2689.4954,1
1.3375421649525716,0,1.8442446935371168,-0.9092341626291546,0,2,24227.33724,1
0.1266365699869458,0,0.15931756587274845,-0.07944161966998751,0,0,7358.17565,1
0.5540150152689314,1,-0.8532785424802911,0.7503509232891795,0,0,9225.2564,2
0.19786631086727674,0,0.9070808458873004,-0.07944161966998751,0,1,7443.64305,1
1.4087719058329027,0,-0.4646384166832545,1.5801434662483465,0,2,14001.2867,2
-1.4404177293803346,0,-2.109389666364385,-0.9092341626291546,0,3,1727.785,3
1.4087719058329027,1,-0.5187528645790442,-0.07944161966998751,0,3,12333.828,2
-0.015822911773716055,1,-1.0090625591499893,0.7503509232891795,0,1,6710.1919,0
0.055406829106614874,0,-1.3845840309116837,0.7503509232891795,1,2,19444.2658,0
-1.5116474702606657,0,-0.6450199096692207,-0.9092341626291546,0,2,1615.7667,2
-0.5856608388163635,1,1.2670239159820247,0.7503509232891795,0,2,4463.2051,1
-1.4404177293803346,1,-0.2612992791354374,-0.9092341626291546,1,1,17352.6803,2
0.3403257926279386,1,1.212909468086235,-0.07944161966998751,0,2,7152.6714,1
-1.155498765859011,0,0.9849728542221499,0.7503509232891795,1,0,38511.6283,1
-0.44320135705570163,0,-1.3985226008242353,-0.07944161966998751,0,0,5354.07465,0
1.1238529423115788,0,-0.6335410873882955,-0.07944161966998751,0,3,35160.13457,2
0.055406829106614874,1,0.7603159038668998,1.5801434662483465,0,3,7196.867,1
1.6936908693542263,0,-0.47939690247301536,-0.9092341626291546,1,0,29523.1656,2
1.052623201431248,1,-0.10551526246573911,-0.9092341626291546,0,1,24476.47851,1
1.4800016467132335,0,1.212909468086235,-0.9092341626291546,0,2,12648.7034,1
-1.08426902497868,1,0.8521464821143013,-0.9092341626291546,0,2,1986.9334,1
-1.4404177293803346,1,-1.6010418224948437,-0.07944161966998751,0,3,1832.094,0
-0.7281203205770254,1,-0.276877680802407,-0.07944161966998751,0,0,4040.55825,2
-1.5116474702606657,1,-2.1930210858396975,0.7503509232891795,1,0,12829.4551,3
1.6936908693542263,0,0.2519680599973587,0.7503509232891795,1,3,47305.305,1
1.052623201431248,1,0.5815742426353518,0.7503509232891795,1,2,44260.7499,1
-0.8705798023376873,1,-0.059599973342038357,1.5801434662483465,0,3,4260.744,1
0.7677042379099241,1,0.19047436920668775,-0.9092341626291546,1,0,41097.16175,1
1.1238529423115788,0,-0.8688569441472613,1.5801434662483465,0,0,13047.33235,2
1.1950826831919097,1,0.4864640008791152,-0.9092341626291546,1,1,43921.1837,1
-0.08705265265404699,0,1.5556343047595707,-0.9092341626291546,0,2,5400.9805,1
0.8389339787902551,1,-1.0246409608169595,2.409936009207514,0,1,11520.09985,0
-1.4404177293803346,1,0.20605277087365798,-0.9092341626291546,1,1,33750.2918,1
1.3375421649525716,0,-0.8959141680951561,-0.9092341626291546,0,3,11837.16,2
-1.3691879885000038,0,-0.6269817603706241,-0.07944161966998751,1,2,17085.2676,2
0.9101637196705861,1,-1.0402193624839293,1.5801434662483465,1,0,24869.8368,0
-1.4404177293803346,1,1.0317080592230587,-0.9092341626291546,1,1,36219.40545,1
0.981393460550917,0,1.212909468086235,1.5801434662483465,0,2,20462.99766,1
0.48278527438860047,1,1.9163972907315043,1.5801434662483465,1,2,46151.1245,1
0.055406829106614874,1,-1.78142331548081,-0.07944161966998751,1,2,17179.522,0
1.4087719058329027,0,0.2839447792085074,1.5801434662483465,0,0,14590.63205,1
0.41155553350826957,1,-0.07599829088621736,-0.07944161966998751,0,3,7441.053,1
0.6964744970295933,1,-0.7909649358124119,-0.07944161966998751,0,0,9282.4806,2
-1.5116474702606657,1,-0.21210432650290093,-0.07944161966998751,0,2,1719.4363,2
0.7677042379099241,1,0.5799344108809342,0.7503509232891795,1,3,42856.838,1
0.1266365699869458,1,1.0472864608900285,0.7503509232891795,0,1,7265.7025,1
0.7677042379099241,1,-0.5261321074739249,-0.07944161966998751,0,0,9617.66245,2
-1.013039284098349,1,-0.5105537058069547,-0.9092341626291546,0,1,2523.1695,2
0.5540150152689314,0,-0.6663377224766529,0.7503509232891795,0,0,9715.841,2
-1.4404177293803346,1,-1.647777027495753,0.7503509232891795,0,1,2803.69785,0
-1.2267285067393419,0,-1.043499025992765,-0.9092341626291546,0,3,2150.469,0
1.4087719058329027,1,0.18473495806622514,0.7503509232891795,0,2,12928.7911,1
0.8389339787902551,0,-1.4928129267032637,-0.07944161966998751,0,2,9855.1314,0
0.055406829106614874,0,-0.41708329580513565,-0.07944161966998751,1,0,22331.5668,2
1.052623201431248,1,1.6236873225679125,1.5801434662483465,1,0,48549.17835,1
-0.6568905796966944,1,-0.49497530413998503,-0.07944161966998751,0,0,4237.12655,2
1.1238529423115788,0,0.2839447792085074,-0.07944161966998751,0,0,11879.10405,1
0.9101637196705861,0,0.0879848845555704,-0.9092341626291546,0,3,9625.92,1
0.48278527438860047,1,-0.6630580589678172,-0.07944161966998751,0,2,7742.1098,2
0.48278527438860047,0,2.85438105425853,0.7503509232891795,0,0,9432.9253,1
1.6936908693542263,0,-0.7286513291445327,-0.9092341626291546,0,1,14256.1928,2
1.4087719058329027,0,1.0005512558891194,-0.07944161966998751,1,0,47896.79135,1
0.9101637196705861,1,-0.699134357565011,1.5801434662483465,0,2,25992.82104,2
-0.7993500614573563,0,0.44874787052750337,-0.9092341626291546,0,3,3172.018,1
-0.7281203205770254,1,-0.1678288691336183,-0.07944161966998751,0,0,20277.80751,2
-1.013039284098349,1,2.439503620390807,0.7503509232891795,1,2,42112.2356,1
-1.2267285067393419,0,-0.3022950729958843,-0.9092341626291546,0,2,2156.7518,2
-1.013039284098349,1,-0.6335410873882955,1.5801434662483465,0,3,3906.127,2
-1.5116474702606657,1,-1.2583169858215073,-0.9092341626291546,0,0,1704.5681,0
-1.4404177293803346,1,-0.48595622949068673,-0.9092341626291546,1,3,16297.846,2
0.5540150152689314,1,-0.8614777012523805,-0.07944161966998751,1,2,21978.6769,2
-0.5856608388163635,1,0.6110912142148736,1.5801434662483465,1,1,38746.3551,1
0.6252447561492623,0,-0.29245608246937727,-0.07944161966998751,0,1,9249.4952,2
-0.22951213441470886,1,-0.5105537058069547,1.5801434662483465,0,0,6746.7425,2
0.981393460550917,0,-1.3206305924893864,1.5801434662483465,1,0,24873.3849,0
1.1950826831919097,0,1.122718721593251,0.7503509232891795,0,2,12265.5069,1
-0.7993500614573563,0,0.38315460035078847,0.7503509232891795,0,2,4349.462,1
1.2663124240722408,0,1.2030704775597272,0.7503509232891795,0,3,12646.207,1
-0.7281203205770254,1,0.43972879587820507,0.7503509232891795,0,1,19442.3535,1
-0.7993500614573563,0,-0.5187528645790442,0.7503509232891795,0,3,20177.67113,2
-0.6568905796966944,0,0.43726904824657814,-0.07944161966998751,0,2,4151.0287,1
1.3375421649525716,1,0.688983222549723,-0.9092341626291546,0,0,11944.59435,1
0.1266365699869458,0,0.39299359087729613,0.7503509232891795,0,1,7749.1564,1
0.7677042379099241,1,-0.6663377224766529,-0.9092341626291546,0,3,8444.474,2
-1.4404177293803346,0,-0.97790575581605,-0.9092341626291546,0,3,1737.376,0
0.2690960517476077,1,0.8701846314128979,1.5801434662483465,1,2,42124.5153,1
0.6964744970295933,1,0.8521464821143013,-0.9092341626291546,0,2,8124.4084,1
-0.8705798023376873,0,0.12078151964392783,-0.9092341626291546,1,3,34838.873,1
0.9101637196705861,1,0.4241503942112354,-0.9092341626291546,0,0,9722.7695,1
0.7677042379099241,1,0.2527879758745669,-0.9092341626291546,0,1,8835.26495,1
1.052623201431248,1,0.346258385876386,-0.9092341626291546,0,0,10435.06525,1
0.3403257926279386,0,-0.49497530413998503,-0.9092341626291546,0,1,7421.19455,2
-0.5144310979360326,1,1.0940216658909385,-0.07944161966998751,0,0,4667.60765,1
-0.3719716161753707,1,-0.884435345814231,-0.07944161966998751,0,1,4894.7533,2
-0.9418095432180181,0,-0.1678288691336183,2.409936009207514,0,0,24671.66334,2
-0.3719716161753707,1,0.022391614378855524,-0.9092341626291546,1,3,35491.64,1
1.2663124240722408,1,1.6860009292357923,-0.9092341626291546,0,0,11566.30055,1
-0.7281203205770254,1,-0.5679478172115806,-0.9092341626291546,0,3,2866.091,2
0.055406829106614874,1,0.5643560092139634,-0.07944161966998751,0,0,6600.20595,1
-0.8705798023376873,0,-1.2222406872243134,-0.07944161966998751,0,2,3561.8889,0
0.41155553350826957,1,0.9538160508882093,0.7503509232891795,1,1,42760.5022,1
1.7649206102345572,0,0.5143411407042182,-0.07944161966998751,1,3,47928.03,1
0.9101637196705861,1,0.9898923494854036,-0.9092341626291546,0,3,9144.565,1
1.5512313875935644,0,0.9382376492212398,-0.07944161966998751,1,0,48517.56315,1
